,building_type_id,building_sqft,general_type,lot_size,residential_units,net_residential_units
622152,3,645.8000000000001,Residential,6458,1.0,0.0
622160,3,667.8000000000001,Residential,6678,1.0,0.0
622162,24,681.4000000000001,Residential,6814,1.0,0.0
622164,3,683.8000000000001,Residential,6838,1.0,0.0
622655,3,11078.6,Residential,110786,12.0,12.0
623026,20,636.7,Residential,6367,1.0,0.0
623036,3,1242.4,Residential,12424,2.0,1.0
623098,24,1239.1000000000001,Residential,12391,2.0,-5.0
623112,20,1253.1000000000001,Residential,12531,2.0,1.0
623113,20,1245.5,Residential,12455,2.0,1.0
623121,24,719.9000000000001,Residential,7199,1.0,0.0
623193,20,746.6,Residential,7466,1.0,0.0
623213,20,626.2,Residential,6262,1.0,0.0
623216,3,743.1,Residential,7431,1.0,0.0
623255,20,921.7,Residential,9217,1.0,0.0
623264,20,749.5,Residential,7495,1.0,0.0
623266,24,675.3000000000001,Residential,6753,1.0,0.0
623379,20,753.2,Residential,7532,1.0,0.0
623422,24,758.9000000000001,Residential,7589,1.0,0.0
623429,20,633.1,Residential,6331,1.0,0.0
623442,24,728.3000000000001,Residential,7283,1.0,0.0
623446,20,736.3000000000001,Residential,7363,1.0,0.0
623519,20,814.8000000000001,Residential,8148,1.0,0.0
623533,20,697.9000000000001,Residential,6979,1.0,0.0
623559,20,700.4000000000001,Residential,7004,1.0,0.0
623615,24,1060.0,Residential,10600,2.0,1.0
623621,24,694.3000000000001,Residential,6943,1.0,0.0
623625,3,913.2,Residential,9132,1.0,0.0
623665,3,1285.1000000000001,Residential,12851,2.0,-10.0
623701,2,1029.1000000000001,Residential,10291,2.0,1.0
623705,20,663.0,Residential,6630,1.0,0.0
623719,2,668.8000000000001,Residential,6688,1.0,-1.0
623758,2,677.9000000000001,Residential,6779,1.0,0.0
623795,3,676.5,Residential,6765,1.0,-1.0
623808,20,677.6,Residential,6776,1.0,0.0
623887,2,663.6,Residential,6636,1.0,0.0
623890,2,1011.9000000000001,Residential,10119,2.0,1.0
623951,2,346.3,Residential,3463,1.0,0.0
623964,20,816.8000000000001,Residential,8168,1.0,0.0
623970,3,991.9000000000001,Residential,9919,1.0,0.0
623977,24,19400.3,Residential,194003,20.0,20.0
623991,3,1623.8000000000002,Residential,16238,2.0,1.0
624000,2,1316.8000000000002,Residential,13168,2.0,1.0
624015,2,819.9000000000001,Residential,8199,1.0,0.0
624095,20,679.6,Residential,6796,1.0,0.0
624102,3,646.2,Residential,6462,1.0,0.0
624108,3,655.0,Residential,6550,1.0,0.0
624132,3,675.7,Residential,6757,1.0,0.0
624157,24,674.1,Residential,6741,1.0,-1.0
624206,2,436.8,Residential,4368,1.0,0.0
624218,3,674.9000000000001,Residential,6749,1.0,0.0
624221,20,672.1,Residential,6721,1.0,0.0
624231,24,831.0,Residential,8310,1.0,-1.0
624236,2,671.9000000000001,Residential,6719,1.0,0.0
624254,3,672.3000000000001,Residential,6723,1.0,0.0
624278,20,669.7,Residential,6697,1.0,0.0
624282,3,564.8000000000001,Residential,5648,1.0,0.0
624291,24,29904.600000000002,Residential,299046,30.0,30.0
624568,2,42806.100000000006,Residential,428061,43.0,-87.0
624578,3,1022.0,Residential,10220,2.0,1.0
624600,3,2540.3,Residential,25403,3.0,3.0
624642,3,12924.6,Residential,129246,13.0,13.0
625324,2,978.1,Residential,9781,1.0,0.0
625325,3,652.0,Residential,6520,1.0,0.0
625346,2,1296.9,Residential,12969,2.0,1.0
625425,3,691.1,Residential,6911,1.0,0.0
625493,20,703.0,Residential,7030,1.0,-1.0
625535,24,692.7,Residential,6927,1.0,0.0
625724,20,701.6,Residential,7016,1.0,0.0
625730,24,603.0,Residential,6030,1.0,0.0
625908,3,584.2,Residential,5842,1.0,-1.0
625924,3,607.7,Residential,6077,1.0,0.0
625925,3,631.1,Residential,6311,1.0,0.0
625967,3,609.0,Residential,6090,1.0,0.0
626014,24,452.6,Residential,4526,1.0,0.0
627654,20,35323.4,Residential,353234,36.0,36.0
633922,17,98645.5,Retail,197291,0.0,0.0
633953,22,2728.3199999999997,Industrial,6496,0.0,-3.0
633964,2,1146.6299999999999,Residential,3099,2.0,1.0
633996,3,1209.7,Residential,12097,2.0,2.0
633998,20,308.20000000000005,Residential,3082,1.0,0.0
634010,3,287.0,Residential,2870,1.0,0.0
634023,20,399.5,Residential,3995,1.0,0.0
634047,20,424.1,Residential,4241,1.0,1.0
634049,3,4166.0,Residential,41660,5.0,5.0
634050,20,592.5,Residential,5925,1.0,0.0
634075,20,841.4000000000001,Residential,8414,1.0,1.0
634085,24,446.0,Residential,4460,1.0,0.0
634086,3,422.0,Residential,4220,1.0,0.0
634107,20,479.1,Residential,4791,1.0,0.0
634133,20,263.90000000000003,Residential,2639,1.0,0.0
634160,2,16391.4,Residential,163914,17.0,17.0
634165,3,2223.33,Residential,6009,3.0,1.0
634173,20,1042.66,Residential,2818,2.0,1.0
634221,18,4217.5,Retail,8435,0.0,0.0
634236,18,1523.5,Retail,3047,0.0,0.0
634237,18,1077.0,Retail,2154,0.0,0.0
634239,9,250.0,Industrial,105,0.0,0.0
634240,24,2345.8,Residential,6340,3.0,1.0
634245,24,2037.59,Residential,5507,3.0,2.0
634248,24,2204.83,Residential,5959,3.0,2.0
634254,24,1842.23,Residential,4979,2.0,1.0
634295,20,1143.67,Residential,3091,2.0,1.0
634306,20,3438.7799999999997,Residential,9294,4.0,3.0
634332,24,1733.08,Residential,4684,2.0,1.0
634395,20,1207.8,Residential,12078,2.0,-3.0
634401,3,449.6,Residential,4496,1.0,0.0
634404,20,467.90000000000003,Residential,4679,1.0,0.0
634415,20,425.5,Residential,4255,1.0,0.0
634422,24,606.3000000000001,Residential,6063,1.0,0.0
634424,24,400.6,Residential,4006,1.0,0.0
634426,24,625.2,Residential,6252,1.0,0.0
634430,3,406.6,Residential,4066,1.0,0.0
634446,20,495.90000000000003,Residential,4959,1.0,0.0
634518,3,399.90000000000003,Residential,3999,1.0,0.0
634519,3,416.90000000000003,Residential,4169,1.0,0.0
634529,2,466.5,Residential,4665,1.0,0.0
634530,24,467.90000000000003,Residential,4679,1.0,0.0
634542,20,472.70000000000005,Residential,4727,1.0,0.0
634550,20,463.5,Residential,4635,1.0,0.0
634552,20,456.90000000000003,Residential,4569,1.0,0.0
634555,24,405.3,Residential,4053,1.0,0.0
634578,24,517.0,Residential,5170,1.0,0.0
634579,20,498.70000000000005,Residential,4987,1.0,0.0
634586,24,1647.61,Residential,4453,2.0,1.0
634597,2,2295.48,Residential,6204,3.0,2.0
634619,24,2161.17,Residential,5841,3.0,2.0
634669,24,1716.06,Residential,4638,2.0,1.0
634676,20,1541.05,Residential,4165,2.0,1.0
634687,20,2324.34,Residential,6282,3.0,2.0
635038,24,2349.5,Residential,6350,3.0,2.0
635039,2,2660.3,Residential,7190,3.0,2.0
635046,3,3532.39,Residential,9547,4.0,3.0
635051,24,783.66,Residential,2118,1.0,0.0
635066,2,3423.61,Residential,9253,4.0,3.0
635112,3,2552.63,Residential,6899,3.0,2.0
635145,3,626.7,Residential,6267,1.0,0.0
635151,2,934.2,Residential,9342,1.0,0.0
635154,3,1261.3000000000002,Residential,12613,2.0,1.0
635155,24,612.0,Residential,6120,1.0,0.0
635158,3,349.90000000000003,Residential,3499,1.0,0.0
635181,3,416.70000000000005,Residential,4167,1.0,0.0
635191,20,424.1,Residential,4241,1.0,0.0
635209,24,452.20000000000005,Residential,4522,1.0,-1.0
635348,3,250.0,Residential,2437,1.0,0.0
635373,2,620.5,Residential,6205,1.0,0.0
635408,2,501.8,Residential,5018,1.0,-1.0
635414,20,633.2,Residential,6332,1.0,0.0
635420,20,478.1,Residential,4781,1.0,0.0
635422,20,488.3,Residential,4883,1.0,0.0
635425,24,491.20000000000005,Residential,4912,1.0,0.0
635428,20,470.8,Residential,4708,1.0,0.0
635471,3,634.4000000000001,Residential,6344,1.0,0.0
635472,3,625.0,Residential,6250,1.0,0.0
635492,24,542.4,Residential,5424,1.0,-1.0
635499,20,636.1,Residential,6361,1.0,0.0
635521,3,15152.2,Residential,151522,16.0,16.0
635529,24,407.8,Residential,4078,1.0,0.0
635559,2,454.40000000000003,Residential,4544,1.0,0.0
635567,24,314.5,Residential,3145,1.0,0.0
635572,2,614.2,Residential,6142,1.0,0.0
635600,3,16158.64,Residential,43672,17.0,17.0
635633,2,2319.16,Residential,6268,3.0,3.0
635661,24,2312.13,Residential,6249,3.0,2.0
635715,20,1737.8899999999999,Residential,4697,2.0,1.0
635724,24,1806.71,Residential,4883,2.0,1.0
635725,24,3414.73,Residential,9229,4.0,3.0
635759,3,2640.69,Residential,7137,3.0,2.0
635778,24,2326.19,Residential,6287,3.0,2.0
635819,3,629.1,Residential,6291,1.0,0.0
635855,3,613.2,Residential,6132,1.0,0.0
635862,24,482.0,Residential,4820,1.0,0.0
635866,2,1228.0,Residential,12280,2.0,2.0
635887,3,595.9,Residential,5959,1.0,0.0
636554,24,2303.99,Residential,6227,3.0,3.0
636562,20,3422.5,Residential,9250,4.0,3.0
636591,3,2217.04,Residential,5992,3.0,2.0
636607,3,4017.46,Residential,10858,5.0,4.0
636613,20,1659.15,Residential,6145,2.0,1.0
636620,2,2545.8300000000004,Residential,9429,3.0,2.0
636783,20,2490.75,Residential,9225,3.0,2.0
636794,20,2678.94,Residential,9922,3.0,2.0
636796,24,2653.02,Residential,9826,3.0,2.0
636821,24,1824.84,Residential,4932,2.0,1.0
636824,18,2250.0,Retail,4500,0.0,0.0
636830,3,1696.45,Residential,4585,2.0,1.0
636840,2,1489.0500000000002,Residential,5515,2.0,1.0
636850,20,2084.13,Residential,7719,3.0,2.0
636869,18,8099.5,Retail,16199,0.0,0.0
636870,2,15365.7,Residential,17073,16.0,16.0
637000,3,1619.73,Residential,5999,2.0,1.0
637002,2,1595.7,Residential,5910,2.0,1.0
637007,2,1633.7700000000002,Residential,6051,2.0,1.0
637010,2,1687.23,Residential,6249,2.0,1.0
637038,2,2177.01,Residential,8063,3.0,2.0
637055,3,1713.69,Residential,6347,2.0,1.0
637063,20,948.4000000000001,Residential,9484,1.0,-1.0
637075,2,1572.6000000000001,Residential,15726,2.0,2.0
637077,3,500.3,Residential,5003,1.0,0.0
637111,20,581.2,Residential,5812,1.0,0.0
637115,2,783.7,Residential,7837,1.0,0.0
637118,20,591.0,Residential,5910,1.0,0.0
637125,2,250.0,Residential,5962,1.0,0.0
637319,24,598.9,Residential,5989,1.0,0.0
637328,20,589.5,Residential,5895,1.0,0.0
637341,3,615.1,Residential,6151,1.0,0.0
637344,2,463.70000000000005,Residential,4637,1.0,0.0
637393,3,654.5,Residential,6545,1.0,0.0
637790,9,378543.54000000004,Industrial,367518,0.0,0.0
637791,22,131323.97,Industrial,127499,0.0,0.0
641793,2,250.0,Residential,86,1.0,1.0
642530,2,807.4000000000001,Residential,8074,1.0,0.0
642531,2,631.1,Residential,6311,1.0,0.0
642532,3,632.2,Residential,6322,1.0,0.0
642533,3,635.3000000000001,Residential,6353,1.0,0.0
642543,24,614.2,Residential,6142,1.0,0.0
642544,2,638.6,Residential,6386,1.0,0.0
642565,20,1896.4,Residential,18964,2.0,2.0
642566,3,631.4000000000001,Residential,6314,1.0,0.0
642586,2,250.0,Residential,4756,1.0,0.0
642605,2,514.1,Residential,5141,1.0,0.0
643554,24,250.0,Residential,188597,1.0,1.0
643555,2,2943.0,Residential,5886,3.0,3.0
643564,2,1179.5,Residential,2359,2.0,2.0
643567,2,3101.5,Residential,6203,4.0,4.0
643574,2,458.5,Residential,917,1.0,1.0
643581,24,314.0,Residential,628,1.0,1.0
643582,2,250.0,Residential,290,1.0,1.0
643583,24,250.0,Residential,312,1.0,1.0
643584,24,250.0,Residential,267,1.0,1.0
643585,24,250.0,Residential,404,1.0,1.0
643667,24,250.0,Residential,50,1.0,1.0
643694,24,250.0,Residential,50,1.0,1.0
643695,3,24983.5,Residential,49967,25.0,25.0
643697,24,250.0,Residential,1259,1.0,1.0
643739,2,3653.1,Residential,12177,4.0,4.0
643747,2,1921.0,Residential,3842,2.0,2.0
643748,24,250.0,Residential,702,1.0,1.0
643749,24,1159.0,Residential,2318,2.0,2.0
643755,24,250.0,Residential,13147,1.0,1.0
643757,2,250.0,Residential,2457,1.0,1.0
643773,24,250.0,Residential,9048,1.0,1.0
643783,2,1621.0800000000002,Residential,6004,2.0,2.0
643792,24,250.0,Residential,6218,1.0,1.0
643810,24,250.0,Residential,6175,1.0,1.0
643901,2,1648.0800000000002,Residential,6104,2.0,1.0
643904,24,1618.92,Residential,5996,2.0,2.0
643953,24,250.0,Residential,6047,1.0,1.0
643966,24,250.0,Residential,10115,1.0,1.0
644001,2,626.2,Residential,6262,1.0,0.0
644021,2,640.9000000000001,Residential,6409,1.0,0.0
644027,3,650.4000000000001,Residential,6504,1.0,0.0
644033,2,321.20000000000005,Residential,3212,1.0,0.0
644046,2,585.5,Residential,5855,1.0,0.0
644052,20,504.1,Residential,5041,1.0,0.0
644076,2,613.0,Residential,6130,1.0,-1.0
644106,2,310.8,Residential,3108,1.0,0.0
644107,2,460.90000000000003,Residential,4609,1.0,0.0
644152,24,6717.72,Residential,18156,7.0,7.0
644263,3,1713.47,Residential,4631,2.0,1.0
644309,24,3251.56,Residential,8788,4.0,3.0
644317,24,2296.22,Residential,6206,3.0,2.0
644329,2,485.5,Residential,4855,1.0,0.0
644363,3,607.3000000000001,Residential,6073,1.0,-2.0
644395,24,623.5,Residential,6235,1.0,-1.0
644399,24,310.3,Residential,3103,1.0,0.0
644402,3,302.90000000000003,Residential,3029,1.0,0.0
644405,2,416.8,Residential,4168,1.0,0.0
644417,3,610.8000000000001,Residential,6108,1.0,0.0
644428,24,368.3,Residential,3683,1.0,0.0
644433,20,1118.5,Residential,11185,2.0,1.0
644436,20,714.6,Residential,7146,1.0,0.0
644444,3,718.8000000000001,Residential,7188,1.0,-1.0
644630,20,9519.6,Residential,95196,10.0,-21.0
644634,2,327.3,Residential,3273,1.0,1.0
644638,2,2470.1000000000004,Residential,24701,3.0,2.0
644639,2,857.3000000000001,Residential,8573,1.0,-2.0
644758,3,623.5,Residential,6235,1.0,0.0
644772,2,625.5,Residential,6255,1.0,0.0
644778,2,637.2,Residential,6372,1.0,-2.0
644793,3,250.0,Residential,2381,1.0,0.0
644796,3,933.9000000000001,Residential,9339,1.0,0.0
644801,3,535.7,Residential,5357,1.0,0.0
644804,20,623.7,Residential,6237,1.0,0.0
644813,3,478.40000000000003,Residential,4784,1.0,0.0
644845,24,779.7,Residential,7797,1.0,0.0
644853,3,2791.0,Residential,27910,3.0,2.0
644854,2,963.18,Residential,16053,1.0,1.0
644874,20,610.0,Residential,6100,1.0,0.0
644885,2,612.5,Residential,6125,1.0,0.0
644888,24,597.8000000000001,Residential,5978,1.0,0.0
644889,2,932.6,Residential,9326,1.0,0.0
644891,3,616.6,Residential,6166,1.0,-1.0
644894,24,911.8000000000001,Residential,9118,1.0,0.0
644901,2,751.6,Residential,7516,1.0,-1.0
644903,24,917.0,Residential,9170,1.0,0.0
644907,20,651.4000000000001,Residential,6514,1.0,0.0
644913,20,673.1,Residential,6731,1.0,0.0
644918,3,947.3000000000001,Residential,9473,1.0,0.0
644930,3,440.20000000000005,Residential,4402,1.0,0.0
644935,3,639.3000000000001,Residential,6393,1.0,-1.0
644944,3,462.3,Residential,4623,1.0,0.0
644946,2,608.4,Residential,6084,1.0,-1.0
644952,24,475.20000000000005,Residential,4752,1.0,0.0
644959,24,611.2,Residential,6112,1.0,0.0
644966,3,635.6,Residential,6356,1.0,-1.0
644968,20,611.6,Residential,6116,1.0,0.0
644975,20,463.90000000000003,Residential,4639,1.0,0.0
644976,3,906.2,Residential,9062,1.0,0.0
644981,2,593.2,Residential,5932,1.0,0.0
644987,24,604.6,Residential,6046,1.0,-1.0
644990,24,595.7,Residential,5957,1.0,0.0
644999,24,493.70000000000005,Residential,4937,1.0,0.0
645001,20,1000.1,Residential,10001,2.0,1.0
645014,2,536.3000000000001,Residential,5363,1.0,0.0
645052,2,567.7,Residential,5677,1.0,0.0
645059,2,611.1,Residential,6111,1.0,-1.0
645310,2,624.0,Residential,6240,1.0,0.0
645311,24,923.7,Residential,9237,1.0,-3.0
645317,20,607.9,Residential,6079,1.0,0.0
645318,24,621.0,Residential,6210,1.0,0.0
645319,24,620.7,Residential,6207,1.0,0.0
645329,20,623.5,Residential,6235,1.0,-1.0
645340,24,629.7,Residential,6297,1.0,0.0
645426,3,617.9000000000001,Residential,6179,1.0,0.0
645429,3,473.8,Residential,4738,1.0,0.0
645447,3,612.5,Residential,6125,1.0,0.0
645450,24,621.1,Residential,6211,1.0,0.0
645465,24,250.0,Residential,5939,1.0,-1.0
645468,2,660.2,Residential,6602,1.0,0.0
645471,24,695.1,Residential,6951,1.0,0.0
645475,3,633.9000000000001,Residential,6339,1.0,-1.0
645477,2,615.3000000000001,Residential,6153,1.0,0.0
645490,24,615.8000000000001,Residential,6158,1.0,0.0
645501,24,608.1,Residential,6081,1.0,0.0
645507,3,610.9,Residential,6109,1.0,0.0
645516,24,457.90000000000003,Residential,4579,1.0,0.0
645526,20,614.5,Residential,6145,1.0,0.0
645528,2,626.9000000000001,Residential,6269,1.0,0.0
645533,24,640.8000000000001,Residential,6408,1.0,0.0
645543,24,614.9000000000001,Residential,6149,1.0,0.0
645551,24,17727.0,Residential,177270,18.0,18.0
645624,24,628.0,Residential,6280,1.0,-1.0
645629,20,464.40000000000003,Residential,4644,1.0,0.0
645632,2,470.5,Residential,4705,1.0,0.0
645641,3,627.3000000000001,Residential,6273,1.0,0.0
645647,20,614.4000000000001,Residential,6144,1.0,0.0
645648,20,619.8000000000001,Residential,6198,1.0,0.0
645651,20,250.0,Residential,5945,1.0,0.0
645658,24,472.8,Residential,4728,1.0,0.0
645661,20,622.9000000000001,Residential,6229,1.0,0.0
645668,24,617.0,Residential,6170,1.0,0.0
645683,2,628.1,Residential,6281,1.0,0.0
645717,2,250.0,Residential,6413,1.0,0.0
645744,24,620.3000000000001,Residential,6203,1.0,0.0
645745,20,475.8,Residential,4758,1.0,0.0
645747,24,621.2,Residential,6212,1.0,0.0
645748,3,606.5,Residential,6065,1.0,0.0
645759,20,583.7,Residential,5837,1.0,0.0
645760,3,1087.2,Residential,10872,2.0,1.0
645767,20,606.5,Residential,6065,1.0,0.0
645770,3,628.6,Residential,6286,1.0,0.0
645777,2,389.40000000000003,Residential,3894,1.0,0.0
645781,3,386.20000000000005,Residential,3862,1.0,0.0
645784,24,250.0,Residential,2348,1.0,0.0
645787,24,502.40000000000003,Residential,5024,1.0,0.0
645795,3,631.9000000000001,Residential,6319,1.0,0.0
645797,3,638.4000000000001,Residential,6384,1.0,0.0
645798,2,617.9000000000001,Residential,6179,1.0,0.0
645800,24,634.6,Residential,6346,1.0,0.0
645801,24,742.3000000000001,Residential,7423,1.0,0.0
645806,20,466.70000000000005,Residential,4667,1.0,0.0
645808,24,927.2,Residential,9272,1.0,0.0
645815,24,609.9,Residential,6099,1.0,0.0
645816,24,628.7,Residential,6287,1.0,0.0
645817,3,635.1,Residential,6351,1.0,0.0
645875,3,666.3000000000001,Residential,6663,1.0,0.0
645877,3,667.8000000000001,Residential,6678,1.0,0.0
645904,2,919.1,Residential,9191,1.0,-2.0
645963,3,787.8000000000001,Residential,7878,1.0,-1.0
645964,2,453.20000000000005,Residential,4532,1.0,0.0
645967,3,773.0,Residential,7730,1.0,-1.0
645974,3,631.1,Residential,6311,1.0,0.0
645976,2,610.9,Residential,6109,1.0,0.0
645990,3,836.2,Residential,8362,1.0,-3.0
645992,2,620.2,Residential,6202,1.0,0.0
645999,20,588.1,Residential,5881,1.0,0.0
646013,2,630.3000000000001,Residential,6303,1.0,-1.0
646016,20,640.9000000000001,Residential,6409,1.0,-1.0
646024,3,644.1,Residential,6441,1.0,-1.0
646293,3,597.1,Residential,5971,1.0,1.0
646340,20,609.5,Residential,6095,1.0,0.0
646350,20,5365.400000000001,Residential,53654,6.0,-22.0
646366,20,801.5,Residential,8015,1.0,0.0
646501,24,27492.100000000002,Residential,274921,28.0,-54.0
646511,2,3574.0,Residential,35740,4.0,3.0
646535,20,1762.8000000000002,Residential,17628,2.0,1.0
646537,20,1718.1000000000001,Residential,17181,2.0,1.0
646539,3,3589.2000000000003,Residential,35892,4.0,4.0
646558,20,1770.8000000000002,Residential,17708,2.0,1.0
646576,20,1054.9,Residential,10549,2.0,1.0
646605,2,29792.100000000002,Residential,297921,30.0,25.0
646615,24,1756.4,Residential,17564,2.0,1.0
646629,20,5257.400000000001,Residential,52574,6.0,6.0
646751,20,3577.3,Residential,35773,4.0,2.0
646754,2,1819.7,Residential,18197,2.0,1.0
646757,3,3291.8,Residential,32918,4.0,-1.0
646773,2,1821.1000000000001,Residential,18211,2.0,1.0
646788,20,1768.3000000000002,Residential,17683,2.0,1.0
648068,2,871.5,Residential,8715,1.0,0.0
648093,2,354.5,Residential,3545,1.0,1.0
648130,2,2314.8,Residential,23148,3.0,2.0
648134,20,1792.5,Residential,17925,2.0,1.0
648139,20,1769.0,Residential,17690,2.0,1.0
648163,20,3583.0,Residential,35830,4.0,3.0
648172,20,1772.2,Residential,17722,2.0,1.0
648180,2,1816.0,Residential,18160,2.0,1.0
648187,3,584.2,Residential,5842,1.0,0.0
648455,24,14268.400000000001,Residential,142684,15.0,8.0
648463,2,975.7,Residential,9757,1.0,0.0
648476,20,691.7,Residential,6917,1.0,0.0
655422,9,13320.0,Industrial,33300,0.0,0.0
655935,22,7978.400000000001,Industrial,19946,0.0,0.0
657152,2,1970.46,Residential,7298,2.0,1.0
657155,24,2098.44,Residential,7772,3.0,2.0
657170,20,1618.92,Residential,5996,2.0,1.0
657178,20,3279.42,Residential,12146,4.0,2.0
657186,3,1784.16,Residential,6608,2.0,1.0
657188,3,3488.13,Residential,12919,4.0,3.0
657193,2,1688.0400000000002,Residential,6252,2.0,1.0
657208,24,2663.01,Residential,9863,3.0,2.0
657227,3,2430.54,Residential,9002,3.0,2.0
657229,24,2154.33,Residential,7979,3.0,2.0
657245,2,1669.68,Residential,6184,2.0,1.0
657276,2,3495.15,Residential,12945,4.0,3.0
657279,20,1765.2600000000002,Residential,6538,2.0,1.0
657295,24,3106.3500000000004,Residential,11505,4.0,2.0
657297,24,1811.16,Residential,6708,2.0,1.0
657305,3,2418.3900000000003,Residential,8957,3.0,2.0
657306,24,2582.55,Residential,9565,3.0,2.0
657326,24,1701.8100000000002,Residential,6303,2.0,1.0
657342,24,1762.5600000000002,Residential,6528,2.0,1.0
657343,2,1910.2500000000002,Residential,7075,2.0,1.0
657347,2,799.2,Residential,2960,1.0,1.0
657353,20,2525.8500000000004,Residential,9355,3.0,2.0
657354,24,3391.4700000000003,Residential,12561,4.0,3.0
657465,2,4266.27,Residential,15801,5.0,4.0
657559,2,250.0,Residential,87967,1.0,1.0
657615,3,16586.100000000002,Residential,61430,17.0,17.0
657647,2,1732.0500000000002,Residential,6415,2.0,1.0
657783,20,250.0,Residential,282,1.0,1.0
657789,2,5033.48,Residential,13604,6.0,5.0
657810,2,418.1,Residential,1130,1.0,1.0
